
=========== Page Simulation ===========
----------- FIFO Start -----------
~~~~~ First In First Out ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 2 1 4 5 ]   Page Referenced: 4 | No eviction
Memory: [ 2 1 4 5 ]   Page Referenced: 5 | No eviction
Memory: [ 2 1 4 5 ]   Page Referenced: 2 | No eviction
Memory: [ 2 1 5 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 2 5 3 4 ]   Page Referenced: 4 | Page 1 evicted
Memory: [ 2 5 3 4 ]   Page Referenced: 3 | No eviction
Memory: [ 2 5 3 4 ]   Page Referenced: 4 | No eviction
Memory: [ 2 5 3 4 ]   Page Referenced: 4 | No eviction
Memory: [ 2 5 3 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 2 5 3 7 ]   Page Referenced: 2 | No eviction
Memory: [ 5 3 7 1 ]   Page Referenced: 1 | Page 2 evicted
Memory: [ 5 3 7 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 5 7 2 8 ]   Page Referenced: 8 | Page 3 evicted
Memory: [ 5 7 8 9 ]   Page Referenced: 9 | Page 2 evicted
Memory: [ 5 7 8 9 ]   Page Referenced: 8 | No eviction
Memory: [ 5 7 8 9 ]   Page Referenced: 7 | No eviction
Memory: [ 5 7 9 6 ]   Page Referenced: 6 | Page 8 evicted
Memory: [ 5 7 6 2 ]   Page Referenced: 2 | Page 9 evicted
Memory: [ 5 7 6 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 7 3 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 5 7 3 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 7 3 4 ]   Page Referenced: 4 | No eviction
Memory: [ 5 7 4 8 ]   Page Referenced: 8 | Page 3 evicted
Memory: [ 5 7 4 8 ]   Page Referenced: 7 | No eviction
Memory: [ 5 7 4 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 7 4 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 7 4 9 0 ]   Page Referenced: 0 | Page 5 evicted
Memory: [ 7 4 9 0 ]   Page Referenced: 0 | No eviction
Memory: [ 7 4 9 0 ]   Page Referenced: 0 | No eviction
Memory: [ 4 9 0 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 4 9 8 5 ]   Page Referenced: 5 | Page 0 evicted
Memory: [ 4 9 8 3 ]   Page Referenced: 3 | Page 5 evicted
Memory: [ 4 9 8 3 ]   Page Referenced: 3 | No eviction
Memory: [ 4 9 8 3 ]   Page Referenced: 3 | No eviction
Memory: [ 4 9 8 3 ]   Page Referenced: 3 | No eviction
Memory: [ 4 9 3 6 ]   Page Referenced: 6 | Page 8 evicted
Memory: [ 4 9 3 6 ]   Page Referenced: 9 | No eviction
Memory: [ 4 3 6 8 ]   Page Referenced: 8 | Page 9 evicted
Memory: [ 4 3 6 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 6 8 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 3 8 9 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 3 8 9 7 ]   Page Referenced: 8 | No eviction
Memory: [ 3 8 9 7 ]   Page Referenced: 8 | No eviction
Memory: [ 3 8 9 7 ]   Page Referenced: 9 | No eviction
Memory: [ 3 8 9 7 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 6 | Page 3 evicted
Memory: [ 8 9 7 6 ]   Page Referenced: 6 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 9 | No eviction
Memory: [ 9 7 6 0 ]   Page Referenced: 0 | Page 8 evicted
Memory: [ 9 7 6 1 ]   Page Referenced: 1 | Page 0 evicted
Memory: [ 9 7 6 1 ]   Page Referenced: 1 | No eviction
Memory: [ 7 6 1 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 7 6 1 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 7 6 1 8 ]   Page Referenced: 8 | No eviction
Memory: [ 7 6 1 8 ]   Page Referenced: 8 | No eviction
Memory: [ 6 1 8 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 1 8 3 0 ]   Page Referenced: 0 | Page 6 evicted
Memory: [ 1 8 3 0 ]   Page Referenced: 0 | No eviction
Memory: [ 1 3 0 5 ]   Page Referenced: 5 | Page 8 evicted
Memory: [ 3 0 5 6 ]   Page Referenced: 6 | Page 1 evicted
Memory: [ 3 0 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 3 0 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 0 5 6 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 5 6 4 ]   Page Referenced: 4 | No eviction
Memory: [ 5 6 4 3 ]   Page Referenced: 3 | Page 0 evicted
Memory: [ 5 6 4 3 ]   Page Referenced: 6 | No eviction
Memory: [ 5 6 4 3 ]   Page Referenced: 4 | No eviction
Memory: [ 5 6 3 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 5 6 3 9 ]   Page Referenced: 9 | No eviction
Memory: [ 5 3 9 0 ]   Page Referenced: 0 | Page 6 evicted
Memory: [ 5 9 0 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 5 9 0 1 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 1 ]   Page Referenced: 0 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 5 0 2 3 ]   Page Referenced: 3 | Page 9 evicted
Memory: [ 5 0 2 3 ]   Page Referenced: 2 | No eviction
Memory: [ 5 0 2 3 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 2 6 ]   Page Referenced: 6 | Page 3 evicted
Memory: [ 5 0 2 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 2 6 7 ]   Page Referenced: 7 | Page 0 evicted
Memory: [ 5 2 6 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 2 6 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 2 6 7 ]   Page Referenced: 6 | No eviction
Memory: [ 5 2 6 7 ]   Page Referenced: 5 | No eviction
Memory: [ 5 6 7 1 ]   Page Referenced: 1 | Page 2 evicted
Memory: [ 5 7 1 0 ]   Page Referenced: 0 | Page 6 evicted

Run 4 Hit Ratio: 53%
~~~~~ Random Pick ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 5 6 X X ]   Page Referenced: 6 | No eviction
Memory: [ 5 6 0 X ]   Page Referenced: 0 | No eviction
Memory: [ 5 6 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 5 6 0 1 ]   Page Referenced: 5 | No eviction
Memory: [ 5 0 1 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 5 0 1 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 0 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 5 0 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 5 0 1 3 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 5 0 1 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 0 1 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 0 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 0 1 3 2 ]   Page Referenced: 2 | Page 5 evicted
Memory: [ 0 1 3 2 ]   Page Referenced: 2 | No eviction
Memory: [ 0 1 3 2 ]   Page Referenced: 0 | No eviction
Memory: [ 0 3 2 8 ]   Page Referenced: 8 | Page 1 evicted
Memory: [ 3 2 8 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 3 2 8 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 3 2 8 0 ]   Page Referenced: 0 | No eviction
Memory: [ 3 2 8 0 ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 8 6 ]   Page Referenced: 6 | Page 0 evicted
Memory: [ 2 8 6 9 ]   Page Referenced: 9 | Page 3 evicted
Memory: [ 2 8 6 7 ]   Page Referenced: 7 | Page 9 evicted
Memory: [ 2 8 6 7 ]   Page Referenced: 8 | No eviction
Memory: [ 2 8 6 1 ]   Page Referenced: 1 | Page 7 evicted
Memory: [ 2 8 6 1 ]   Page Referenced: 2 | No eviction
Memory: [ 2 8 6 3 ]   Page Referenced: 3 | Page 1 evicted
Memory: [ 2 8 6 3 ]   Page Referenced: 6 | No eviction
Memory: [ 2 8 6 3 ]   Page Referenced: 6 | No eviction
Memory: [ 2 6 3 5 ]   Page Referenced: 5 | Page 8 evicted
Memory: [ 2 6 3 5 ]   Page Referenced: 5 | No eviction
Memory: [ 2 6 3 5 ]   Page Referenced: 5 | No eviction
Memory: [ 2 6 3 5 ]   Page Referenced: 6 | No eviction
Memory: [ 2 6 3 5 ]   Page Referenced: 6 | No eviction
Memory: [ 6 3 5 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 6 3 5 7 ]   Page Referenced: 6 | No eviction
Memory: [ 6 3 5 7 ]   Page Referenced: 5 | No eviction
Memory: [ 6 3 5 7 ]   Page Referenced: 6 | No eviction
Memory: [ 6 3 5 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 3 5 8 9 ]   Page Referenced: 9 | Page 6 evicted
Memory: [ 5 8 9 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 8 9 1 2 ]   Page Referenced: 2 | Page 5 evicted
Memory: [ 8 9 1 2 ]   Page Referenced: 1 | No eviction
Memory: [ 8 9 1 2 ]   Page Referenced: 2 | No eviction
Memory: [ 8 9 1 2 ]   Page Referenced: 1 | No eviction
Memory: [ 8 9 1 2 ]   Page Referenced: 1 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 8 9 2 1 ]   Page Referenced: 1 | Page 0 evicted
Memory: [ 8 9 2 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 8 9 2 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 2 0 ]   Page Referenced: 0 | No eviction
Memory: [ 8 2 0 1 ]   Page Referenced: 1 | Page 9 evicted
Memory: [ 8 2 0 1 ]   Page Referenced: 0 | No eviction
Memory: [ 2 0 1 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 2 0 9 8 ]   Page Referenced: 8 | Page 1 evicted
Memory: [ 2 0 9 1 ]   Page Referenced: 1 | Page 8 evicted
Memory: [ 2 0 9 3 ]   Page Referenced: 3 | Page 1 evicted
Memory: [ 2 0 9 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 9 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 2 0 9 1 ]   Page Referenced: 1 | No eviction
Memory: [ 2 0 9 1 ]   Page Referenced: 1 | No eviction
Memory: [ 2 0 9 1 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 9 1 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 9 1 ]   Page Referenced: 2 | No eviction
Memory: [ 0 9 1 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 0 9 1 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 0 9 1 6 ]   Page Referenced: 0 | No eviction
Memory: [ 0 9 1 6 ]   Page Referenced: 9 | No eviction
Memory: [ 0 9 6 8 ]   Page Referenced: 8 | Page 1 evicted
Memory: [ 0 9 6 8 ]   Page Referenced: 9 | No eviction
Memory: [ 0 9 6 8 ]   Page Referenced: 8 | No eviction
Memory: [ 0 9 6 8 ]   Page Referenced: 8 | No eviction
Memory: [ 0 9 6 8 ]   Page Referenced: 8 | No eviction
Memory: [ 0 9 6 8 ]   Page Referenced: 0 | No eviction
Memory: [ 0 6 8 5 ]   Page Referenced: 5 | Page 9 evicted
Memory: [ 0 6 8 5 ]   Page Referenced: 6 | No eviction
Memory: [ 0 6 8 5 ]   Page Referenced: 5 | No eviction
Memory: [ 0 6 8 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 0 8 4 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 0 8 3 2 ]   Page Referenced: 2 | Page 4 evicted
Memory: [ 0 8 3 2 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 2 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 0 3 2 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 0 3 2 4 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 2 4 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 2 4 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 4 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 0 3 4 7 ]   Page Referenced: 0 | No eviction
Memory: [ 0 3 4 7 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 4 7 ]   Page Referenced: 4 | No eviction
Memory: [ 0 3 4 7 ]   Page Referenced: 3 | No eviction
Memory: [ 0 3 4 7 ]   Page Referenced: 4 | No eviction

Run 5 Hit Ratio: 58%

Average Hit Ratio for "FIFO": 54.20%
Average Hit Ratio for "LRU": 47.80%
Average Hit Ratio for "LFU": 47.80%
Average Hit Ratio for "MFU": 55.40%
Average Hit Ratio for "Random Pick": 53.80%
